pin,slack
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_wmux_0:FCO,
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_wmux_0:Y,2883
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_230:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_230:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:IPB,
SpiMasterPorts_4/DataFromMiso_7_3:A,4551
SpiMasterPorts_4/DataFromMiso_7_3:B,7582
SpiMasterPorts_4/DataFromMiso_7_3:C,5514
SpiMasterPorts_4/DataFromMiso_7_3:Y,4551
MisoD_ibuf/U0/U_IOINFF:A,
MisoD_ibuf/U0/U_IOINFF:Y,
SpiMasterPorts_3/DataFromMiso_1[9]:ALn,5513
SpiMasterPorts_3/DataFromMiso_1[9]:CLK,5837
SpiMasterPorts_3/DataFromMiso_1[9]:D,
SpiMasterPorts_3/DataFromMiso_1[9]:EN,3485
SpiMasterPorts_3/DataFromMiso_1[9]:Q,5837
SpiMasterPorts_1/Mosi_i_3_2_i_m2:A,2718
SpiMasterPorts_1/Mosi_i_3_2_i_m2:B,3960
SpiMasterPorts_1/Mosi_i_3_2_i_m2:C,3709
SpiMasterPorts_1/Mosi_i_3_2_i_m2:Y,2718
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_88:A,5929
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_88:B,5851
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_88:C,2557
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_88:Y,2557
SpiMasterPorts_0/DataFromMiso_7_0_0_a2:A,7502
SpiMasterPorts_0/DataFromMiso_7_0_0_a2:B,7511
SpiMasterPorts_0/DataFromMiso_7_0_0_a2:C,3445
SpiMasterPorts_0/DataFromMiso_7_0_0_a2:D,6509
SpiMasterPorts_0/DataFromMiso_7_0_0_a2:Y,3445
SpiMasterPorts_0/DataFromMiso_1[17]:ALn,5513
SpiMasterPorts_0/DataFromMiso_1[17]:CLK,6644
SpiMasterPorts_0/DataFromMiso_1[17]:D,
SpiMasterPorts_0/DataFromMiso_1[17]:EN,3400
SpiMasterPorts_0/DataFromMiso_1[17]:Q,6644
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_99:A,4885
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_99:B,4807
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_99:C,2500
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_99:Y,2500
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_273:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_273:IPB,
SpiMasterPorts_4/DataToMosi_i[19]:ALn,5513
SpiMasterPorts_4/DataToMosi_i[19]:CLK,3166
SpiMasterPorts_4/DataToMosi_i[19]:D,7343
SpiMasterPorts_4/DataToMosi_i[19]:EN,4917
SpiMasterPorts_4/DataToMosi_i[19]:Q,3166
SpiMasterPorts_0/un1_ambadatalatched_1:A,4442
SpiMasterPorts_0/un1_ambadatalatched_1:B,4045
SpiMasterPorts_0/un1_ambadatalatched_1:C,4344
SpiMasterPorts_0/un1_ambadatalatched_1:Y,4045
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l_RNO[1]:A,7735
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l_RNO[1]:B,4485
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l_RNO[1]:C,7591
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l_RNO[1]:D,7544
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l_RNO[1]:Y,4485
SpiMasterPorts_4/SpiBitPos[2]:ALn,5513
SpiMasterPorts_4/SpiBitPos[2]:CLK,2615
SpiMasterPorts_4/SpiBitPos[2]:D,3510
SpiMasterPorts_4/SpiBitPos[2]:Q,2615
SpiMasterPorts_2/Mosi_i_3_2_i_m2:A,2718
SpiMasterPorts_2/Mosi_i_3_2_i_m2:B,3960
SpiMasterPorts_2/Mosi_i_3_2_i_m2:C,3709
SpiMasterPorts_2/Mosi_i_3_2_i_m2:Y,2718
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[6]:CLK,6756
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[6]:D,8654
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[6]:EN,5302
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[6]:Q,6756
SpiMasterPorts_4/un1_ambadatalatched:A,6665
SpiMasterPorts_4/un1_ambadatalatched:B,5351
SpiMasterPorts_4/un1_ambadatalatched:C,4349
SpiMasterPorts_4/un1_ambadatalatched:D,4039
SpiMasterPorts_4/un1_ambadatalatched:Y,4039
nCsE_obuf[2]/U0/U_IOOUTFF:A,
nCsE_obuf[2]/U0/U_IOOUTFF:Y,
SpiMasterPorts_2/DataFromMiso_7_3:A,4551
SpiMasterPorts_2/DataFromMiso_7_3:B,7582
SpiMasterPorts_2/DataFromMiso_7_3:C,5514
SpiMasterPorts_2/DataFromMiso_7_3:Y,4551
SpiMasterPorts_1/nCs[1]:ALn,5513
SpiMasterPorts_1/nCs[1]:CLK,
SpiMasterPorts_1/nCs[1]:EN,6652
SpiMasterPorts_1/nCs[1]:Q,
SpiMasterPorts_0/un1_rst:A,6313
SpiMasterPorts_0/un1_rst:B,
SpiMasterPorts_0/un1_rst:Y,6313
SpiMasterPorts_3/un1_rst_2_rs_RNIR6MS:A,4885
SpiMasterPorts_3/un1_rst_2_rs_RNIR6MS:B,4807
SpiMasterPorts_3/un1_rst_2_rs_RNIR6MS:C,
SpiMasterPorts_3/un1_rst_2_rs_RNIR6MS:Y,4807
SpiMasterPorts_0/DataFromMiso_1[5]:ALn,5513
SpiMasterPorts_0/DataFromMiso_1[5]:CLK,5882
SpiMasterPorts_0/DataFromMiso_1[5]:D,
SpiMasterPorts_0/DataFromMiso_1[5]:EN,3400
SpiMasterPorts_0/DataFromMiso_1[5]:Q,5882
SpiMasterPorts_4/DataFromMiso_1[19]:ALn,5513
SpiMasterPorts_4/DataFromMiso_1[19]:CLK,6855
SpiMasterPorts_4/DataFromMiso_1[19]:D,
SpiMasterPorts_4/DataFromMiso_1[19]:EN,3485
SpiMasterPorts_4/DataFromMiso_1[19]:Q,6855
SpiMasterPorts_3/un6_ncslatchedlto8_2:A,2936
SpiMasterPorts_3/un6_ncslatchedlto8_2:B,2887
SpiMasterPorts_3/un6_ncslatchedlto8_2:C,2812
SpiMasterPorts_3/un6_ncslatchedlto8_2:Y,2812
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_232:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_232:IPB,
SpiMasterPorts_5/DataFromMiso_1[22]:ALn,5513
SpiMasterPorts_5/DataFromMiso_1[22]:CLK,5850
SpiMasterPorts_5/DataFromMiso_1[22]:D,
SpiMasterPorts_5/DataFromMiso_1[22]:EN,3489
SpiMasterPorts_5/DataFromMiso_1[22]:Q,5850
debug_obuf[4]/U0/U_IOOUTFF:A,
debug_obuf[4]/U0/U_IOOUTFF:Y,
SpiMasterPorts_5/Sck_i_RNO:A,4592
SpiMasterPorts_5/Sck_i_RNO:B,7660
SpiMasterPorts_5/Sck_i_RNO:C,5611
SpiMasterPorts_5/Sck_i_RNO:Y,4592
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_2[3]:A,7795
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_2[3]:B,7710
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_2[3]:C,4481
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_2[3]:D,6349
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_2[3]:Y,4481
SpiMasterPorts_5/Mosi_i_3_18_i_m2_2_wmux_3:A,2971
SpiMasterPorts_5/Mosi_i_3_18_i_m2_2_wmux_3:B,2883
SpiMasterPorts_5/Mosi_i_3_18_i_m2_2_wmux_3:C,4798
SpiMasterPorts_5/Mosi_i_3_18_i_m2_2_wmux_3:FCI,
SpiMasterPorts_5/Mosi_i_3_18_i_m2_2_wmux_3:Y,2883
MisoB_ibuf/U0/U_IOINFF:A,
MisoB_ibuf/U0/U_IOINFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_24:IPA,
SpiMasterPorts_2/DataFromMiso_1[8]:ALn,5513
SpiMasterPorts_2/DataFromMiso_1[8]:CLK,6007
SpiMasterPorts_2/DataFromMiso_1[8]:D,
SpiMasterPorts_2/DataFromMiso_1[8]:EN,3612
SpiMasterPorts_2/DataFromMiso_1[8]:Q,6007
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_31:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_31:IPB,
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:A,7799
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:B,2856
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:C,1519
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:D,2880
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA[2]:Y,1519
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll1:CLK,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll1:D,4483
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll1:EN,6583
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll1:Q,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTl10l.CUARTll1_2_u_2_1_wmux_2:A,4571
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTl10l.CUARTll1_2_u_2_1_wmux_2:B,5726
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTl10l.CUARTll1_2_u_2_1_wmux_2:C,5743
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTl10l.CUARTll1_2_u_2_1_wmux_2:D,5510
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTl10l.CUARTll1_2_u_2_1_wmux_2:FCI,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTl10l.CUARTll1_2_u_2_1_wmux_2:FCO,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTl10l.CUARTll1_2_u_2_1_wmux_2:Y,4571
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_0_wmux:A,3209
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_0_wmux:B,2981
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_0_wmux:C,3146
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_0_wmux:D,2883
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_0_wmux:FCO,
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_0_wmux:Y,2883
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_106:A,6020
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_106:B,5942
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_106:C,2335
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_106:Y,2335
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_28:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_28:IPB,
nCsB_obuf[3]/U0/U_IOPAD:D,
nCsB_obuf[3]/U0/U_IOPAD:E,
nCsB_obuf[3]/U0/U_IOPAD:PAD,
SpiMasterPorts_3/ClkDiv_cry[6]:B,7575
SpiMasterPorts_3/ClkDiv_cry[6]:C,5240
SpiMasterPorts_3/ClkDiv_cry[6]:FCI,5177
SpiMasterPorts_3/ClkDiv_cry[6]:FCO,5177
SpiMasterPorts_3/ClkDiv_cry[6]:S,5209
SpiMasterPorts_5/ClkDiv[3]:ALn,5513
SpiMasterPorts_5/ClkDiv[3]:CLK,2868
SpiMasterPorts_5/ClkDiv[3]:D,5240
SpiMasterPorts_5/ClkDiv[3]:EN,8498
SpiMasterPorts_5/ClkDiv[3]:Q,2868
SpiMasterPorts_1/DataFromMiso_7_19_0_a2:A,6565
SpiMasterPorts_1/DataFromMiso_7_19_0_a2:B,3490
SpiMasterPorts_1/DataFromMiso_7_19_0_a2:C,6549
SpiMasterPorts_1/DataFromMiso_7_19_0_a2:Y,3490
SpiMasterPorts_4/DataFromMiso_1[8]:ALn,5513
SpiMasterPorts_4/DataFromMiso_1[8]:CLK,6801
SpiMasterPorts_4/DataFromMiso_1[8]:D,
SpiMasterPorts_4/DataFromMiso_1[8]:EN,3612
SpiMasterPorts_4/DataFromMiso_1[8]:Q,6801
SpiMasterPorts_3/ClkDiv_cry[0]:B,7479
SpiMasterPorts_3/ClkDiv_cry[0]:C,5177
SpiMasterPorts_3/ClkDiv_cry[0]:FCI,5204
SpiMasterPorts_3/ClkDiv_cry[0]:FCO,5177
SpiMasterPorts_3/ClkDiv_cry[0]:S,5256
SpiMasterPorts_1/SpiBitPos_7_1.SUM_i_o2[2]:A,5714
SpiMasterPorts_1/SpiBitPos_7_1.SUM_i_o2[2]:B,2565
SpiMasterPorts_1/SpiBitPos_7_1.SUM_i_o2[2]:C,5651
SpiMasterPorts_1/SpiBitPos_7_1.SUM_i_o2[2]:Y,2565
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_107:A,1653
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_107:B,2261
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_107:C,1567
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_107:Y,1567
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO1I[7]:CLK,8660
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO1I[7]:D,7353
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO1I[7]:EN,3588
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO1I[7]:Q,8660
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[6]:A,6566
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[6]:B,5392
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[6]:C,7666
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[6]:D,6353
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[6]:Y,5392
SpiMasterPorts_3/DataToMosi_i[10]:ALn,5513
SpiMasterPorts_3/DataToMosi_i[10]:CLK,4729
SpiMasterPorts_3/DataToMosi_i[10]:D,7434
SpiMasterPorts_3/DataToMosi_i[10]:EN,4461
SpiMasterPorts_3/DataToMosi_i[10]:Q,4729
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIO0_1_sqmuxa:A,6805
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIO0_1_sqmuxa:B,6768
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIO0_1_sqmuxa:Y,6768
SpiMasterPorts_1/DataFromMiso_7_9_0_a2:A,7510
SpiMasterPorts_1/DataFromMiso_7_9_0_a2:B,7469
SpiMasterPorts_1/DataFromMiso_7_9_0_a2:C,3400
SpiMasterPorts_1/DataFromMiso_7_9_0_a2:D,6474
SpiMasterPorts_1/DataFromMiso_7_9_0_a2:Y,3400
SpiMasterPorts_5/DataFromMiso_7_1_1_a2:A,7502
SpiMasterPorts_5/DataFromMiso_7_1_1_a2:B,7469
SpiMasterPorts_5/DataFromMiso_7_1_1_a2:C,3485
SpiMasterPorts_5/DataFromMiso_7_1_1_a2:D,6509
SpiMasterPorts_5/DataFromMiso_7_1_1_a2:Y,3485
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[0]:A,4447
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[0]:B,5592
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[0]:C,5504
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[0]:Y,4447
SpiMasterPorts_5/DataFromMiso_7_3:A,4551
SpiMasterPorts_5/DataFromMiso_7_3:B,7582
SpiMasterPorts_5/DataFromMiso_7_3:C,5514
SpiMasterPorts_5/DataFromMiso_7_3:Y,4551
SpiMasterPorts_3/Mosi_i_7_iv_i_RNO:A,6863
SpiMasterPorts_3/Mosi_i_7_iv_i_RNO:B,2883
SpiMasterPorts_3/Mosi_i_7_iv_i_RNO:C,2517
SpiMasterPorts_3/Mosi_i_7_iv_i_RNO:Y,2517
SpiMasterPorts_1/DacNum_i[0]:CLK,7692
SpiMasterPorts_1/DacNum_i[0]:D,7362
SpiMasterPorts_1/DacNum_i[0]:EN,3583
SpiMasterPorts_1/DacNum_i[0]:Q,7692
SpiMasterPorts_4/Mosi_i_3_8_1_0:A,4101
SpiMasterPorts_4/Mosi_i_3_8_1_0:B,4016
SpiMasterPorts_4/Mosi_i_3_8_1_0:C,3871
SpiMasterPorts_4/Mosi_i_3_8_1_0:D,3613
SpiMasterPorts_4/Mosi_i_3_8_1_0:Y,3613
SpiMasterPorts_2/un1_rst_2:A,6307
SpiMasterPorts_2/un1_rst_2:B,
SpiMasterPorts_2/un1_rst_2:Y,6307
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO1Il_1_sqmuxa_i_1:A,6507
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO1Il_1_sqmuxa_i_1:B,5424
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO1Il_1_sqmuxa_i_1:C,5278
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO1Il_1_sqmuxa_i_1:D,5238
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO1Il_1_sqmuxa_i_1:Y,5238
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_117:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_117:IPB,
SpiMasterPorts_2/DataToMosi_i[9]:ALn,5513
SpiMasterPorts_2/DataToMosi_i[9]:CLK,4723
SpiMasterPorts_2/DataToMosi_i[9]:D,7386
SpiMasterPorts_2/DataToMosi_i[9]:EN,4917
SpiMasterPorts_2/DataToMosi_i[9]:Q,4723
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_71:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_258:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_258:IPB,
debug_obuf[6]/U0/U_IOPAD:D,
debug_obuf[6]/U0/U_IOPAD:E,
debug_obuf[6]/U0/U_IOPAD:PAD,
SpiMasterPorts_3/Sck_i_RNO:A,4592
SpiMasterPorts_3/Sck_i_RNO:B,7660
SpiMasterPorts_3/Sck_i_RNO:C,5611
SpiMasterPorts_3/Sck_i_RNO:Y,4592
SpiMasterPorts_5/ClkDiv[8]:ALn,5513
SpiMasterPorts_5/ClkDiv[8]:CLK,2936
SpiMasterPorts_5/ClkDiv[8]:D,5177
SpiMasterPorts_5/ClkDiv[8]:EN,8498
SpiMasterPorts_5/ClkDiv[8]:Q,2936
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_220:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_220:IPB,
SckE_obuf/U0/U_IOOUTFF:A,
SckE_obuf/U0/U_IOOUTFF:Y,
SpiMasterPorts_3/DataFromMiso_1[15]:ALn,5513
SpiMasterPorts_3/DataFromMiso_1[15]:CLK,5831
SpiMasterPorts_3/DataFromMiso_1[15]:D,
SpiMasterPorts_3/DataFromMiso_1[15]:EN,3479
SpiMasterPorts_3/DataFromMiso_1[15]:Q,5831
SpiMasterPorts_1/_decfrac23_0_o2:A,4552
SpiMasterPorts_1/_decfrac23_0_o2:B,4519
SpiMasterPorts_1/_decfrac23_0_o2:Y,4519
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_278:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_278:IPB,
SpiMasterPorts_3/nCsce[0]:A,7700
SpiMasterPorts_3/nCsce[0]:B,6652
SpiMasterPorts_3/nCsce[0]:C,7573
SpiMasterPorts_3/nCsce[0]:Y,6652
SpiMasterPorts_3/DataFromMiso_7_11_0_a2:A,7502
SpiMasterPorts_3/DataFromMiso_7_11_0_a2:B,7511
SpiMasterPorts_3/DataFromMiso_7_11_0_a2:C,3485
SpiMasterPorts_3/DataFromMiso_7_11_0_a2:D,6474
SpiMasterPorts_3/DataFromMiso_7_11_0_a2:Y,3485
SpiMasterPorts_0/DataFromMiso_1[6]:ALn,5513
SpiMasterPorts_0/DataFromMiso_1[6]:CLK,5939
SpiMasterPorts_0/DataFromMiso_1[6]:D,
SpiMasterPorts_0/DataFromMiso_1[6]:EN,3366
SpiMasterPorts_0/DataFromMiso_1[6]:Q,5939
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTl0Il_4[3]:A,7722
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTl0Il_4[3]:B,7680
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTl0Il_4[3]:C,5509
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTl0Il_4[3]:D,6318
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTl0Il_4[3]:Y,5509
SpiMasterPorts_4/DataFromMiso_7_18_0_a2:A,7510
SpiMasterPorts_4/DataFromMiso_7_18_0_a2:B,7469
SpiMasterPorts_4/DataFromMiso_7_18_0_a2:C,3489
SpiMasterPorts_4/DataFromMiso_7_18_0_a2:D,6509
SpiMasterPorts_4/DataFromMiso_7_18_0_a2:Y,3489
SpiMasterPorts_1/DataToMosi_i[15]:ALn,5513
SpiMasterPorts_1/DataToMosi_i[15]:CLK,3960
SpiMasterPorts_1/DataToMosi_i[15]:D,7407
SpiMasterPorts_1/DataToMosi_i[15]:EN,4461
SpiMasterPorts_1/DataToMosi_i[15]:Q,3960
SpiMasterPorts_5/DataToMosi_i[13]:ALn,5513
SpiMasterPorts_5/DataToMosi_i[13]:CLK,4600
SpiMasterPorts_5/DataToMosi_i[13]:D,7318
SpiMasterPorts_5/DataToMosi_i[13]:EN,4461
SpiMasterPorts_5/DataToMosi_i[13]:Q,4600
SpiMasterPorts_2/DataToMosi_i[18]:ALn,5513
SpiMasterPorts_2/DataToMosi_i[18]:CLK,2971
SpiMasterPorts_2/DataToMosi_i[18]:D,7442
SpiMasterPorts_2/DataToMosi_i[18]:EN,4917
SpiMasterPorts_2/DataToMosi_i[18]:Q,2971
SpiMasterPorts_1/DataFromMiso_1[5]:ALn,5513
SpiMasterPorts_1/DataFromMiso_1[5]:CLK,4887
SpiMasterPorts_1/DataFromMiso_1[5]:D,
SpiMasterPorts_1/DataFromMiso_1[5]:EN,3400
SpiMasterPorts_1/DataFromMiso_1[5]:Q,4887
SpiMasterPorts_2/DataFromMiso_1[0]:ALn,5513
SpiMasterPorts_2/DataFromMiso_1[0]:CLK,5026
SpiMasterPorts_2/DataFromMiso_1[0]:D,
SpiMasterPorts_2/DataFromMiso_1[0]:EN,3534
SpiMasterPorts_2/DataFromMiso_1[0]:Q,5026
SpiMasterPorts_5/DataFromMiso_7_10_0_a2:A,7510
SpiMasterPorts_5/DataFromMiso_7_10_0_a2:B,7469
SpiMasterPorts_5/DataFromMiso_7_10_0_a2:C,3489
SpiMasterPorts_5/DataFromMiso_7_10_0_a2:D,6474
SpiMasterPorts_5/DataFromMiso_7_10_0_a2:Y,3489
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_46:IPB,
SckF_obuf/U0/U_IOENFF:A,
SckF_obuf/U0/U_IOENFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_168:IPA,
SpiMasterPorts_4/DataToMosi_i[4]:ALn,5513
SpiMasterPorts_4/DataToMosi_i[4]:CLK,4055
SpiMasterPorts_4/DataToMosi_i[4]:D,7415
SpiMasterPorts_4/DataToMosi_i[4]:EN,4917
SpiMasterPorts_4/DataToMosi_i[4]:Q,4055
SpiMasterPorts_1/Mosi_i_3_23_i_m2_1_0_wmux:A,4868
SpiMasterPorts_1/Mosi_i_3_23_i_m2_1_0_wmux:B,4915
SpiMasterPorts_1/Mosi_i_3_23_i_m2_1_0_wmux:C,2718
SpiMasterPorts_1/Mosi_i_3_23_i_m2_1_0_wmux:D,2517
