pin,slack
SpiMasterPorts_0/DataFromMiso_7_7_0_a2:B,6521
SpiMasterPorts_0/DataFromMiso_7_7_0_a2:C,3400
SpiMasterPorts_0/DataFromMiso_7_7_0_a2:Y,3400
SpiMasterPorts_4/nCsce[3]:A,7692
SpiMasterPorts_4/nCsce[3]:B,6652
SpiMasterPorts_4/nCsce[3]:C,7569
SpiMasterPorts_4/nCsce[3]:Y,6652
SpiMasterPorts_1/un1_rst_set:ALn,6313
SpiMasterPorts_1/un1_rst_set:CLK,5008
SpiMasterPorts_1/un1_rst_set:EN,4424
SpiMasterPorts_1/un1_rst_set:Q,5008
SpiMasterPorts_0/DataFromMiso_1[15]:ALn,5513
SpiMasterPorts_0/DataFromMiso_1[15]:CLK,6748
SpiMasterPorts_0/DataFromMiso_1[15]:D,
SpiMasterPorts_0/DataFromMiso_1[15]:EN,3394
SpiMasterPorts_0/DataFromMiso_1[15]:Q,6748
SpiMasterPorts_4/Sck_i:ALn,5513
SpiMasterPorts_4/Sck_i:CLK,5597
SpiMasterPorts_4/Sck_i:D,4592
SpiMasterPorts_4/Sck_i:Q,5597
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI01_RNO:A,2736
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI01_RNO:B,7628
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI01_RNO:C,7405
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI01_RNO:Y,2736
SpiMasterPorts_4/DataToMosi_i[23]:ALn,5513
SpiMasterPorts_4/DataToMosi_i[23]:CLK,4101
SpiMasterPorts_4/DataToMosi_i[23]:D,7616
SpiMasterPorts_4/DataToMosi_i[23]:EN,4917
SpiMasterPorts_4/DataToMosi_i[23]:Q,4101
SpiMasterPorts_1/DataFromMiso_7_12_0_a2:A,7502
SpiMasterPorts_1/DataFromMiso_7_12_0_a2:B,7511
SpiMasterPorts_1/DataFromMiso_7_12_0_a2:C,3445
SpiMasterPorts_1/DataFromMiso_7_12_0_a2:D,6474
SpiMasterPorts_1/DataFromMiso_7_12_0_a2:Y,3445
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNIP8NG1:A,6477
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNIP8NG1:B,5121
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNIP8NG1:C,3550
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNIP8NG1:Y,3550
nCsD_obuf[0]/U0/U_IOPAD:D,
nCsD_obuf[0]/U0/U_IOPAD:E,
nCsD_obuf[0]/U0/U_IOPAD:PAD,
SpiMasterPorts_2/DataFromMiso_7_13_0_a2:A,7502
SpiMasterPorts_2/DataFromMiso_7_13_0_a2:B,7469
SpiMasterPorts_2/DataFromMiso_7_13_0_a2:C,3485
SpiMasterPorts_2/DataFromMiso_7_13_0_a2:D,6474
SpiMasterPorts_2/DataFromMiso_7_13_0_a2:Y,3485
SpiMasterPorts_1/DataFromMiso_7_3_a2:A,7502
SpiMasterPorts_1/DataFromMiso_7_3_a2:B,7511
SpiMasterPorts_1/DataFromMiso_7_3_a2:C,3400
SpiMasterPorts_1/DataFromMiso_7_3_a2:D,6509
SpiMasterPorts_1/DataFromMiso_7_3_a2:Y,3400
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/N_11_i:A,3182
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/N_11_i:B,3092
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/N_11_i:C,3000
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/N_11_i:D,1970
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/N_11_i:Y,1970
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_3:A,2971
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_3:B,2883
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_3:C,4798
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_3:FCI,
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_3:Y,2883
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_11:IPA,
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_11:IPB,
SpiMasterPorts_1/DataFromMiso_1[21]:ALn,5513
SpiMasterPorts_1/DataFromMiso_1[21]:CLK,5906
SpiMasterPorts_1/DataFromMiso_1[21]:D,
SpiMasterPorts_1/DataFromMiso_1[21]:EN,3400
SpiMasterPorts_1/DataFromMiso_1[21]:Q,5906
nCsF_obuf[1]/U0/U_IOENFF:A,
nCsF_obuf[1]/U0/U_IOENFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_60:IPA,
SpiMasterPorts_5/DacNum_i[1]:CLK,7569
SpiMasterPorts_5/DacNum_i[1]:D,7304
SpiMasterPorts_5/DacNum_i[1]:EN,3583
SpiMasterPorts_5/DacNum_i[1]:Q,7569
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICQQB3[0]:B,7415
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICQQB3[0]:C,4918
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICQQB3[0]:D,7107
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICQQB3[0]:FCI,5999
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICQQB3[0]:FCO,4918
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNICQQB3[0]:S,5063
SpiMasterPorts_1/DataToMosi_i[10]:ALn,5513
SpiMasterPorts_1/DataToMosi_i[10]:CLK,4729
SpiMasterPorts_1/DataToMosi_i[10]:D,7434
SpiMasterPorts_1/DataToMosi_i[10]:EN,4461
SpiMasterPorts_1/DataToMosi_i[10]:Q,4729
SpiMasterPorts_5/DataToMosi_i[18]:ALn,5513
SpiMasterPorts_5/DataToMosi_i[18]:CLK,2971
SpiMasterPorts_5/DataToMosi_i[18]:D,7442
SpiMasterPorts_5/DataToMosi_i[18]:EN,4461
SpiMasterPorts_5/DataToMosi_i[18]:Q,2971
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PREADY_u_i_a3_0_1:A,2416
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PREADY_u_i_a3_0_1:B,2400
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PREADY_u_i_a3_0_1:Y,2400
SpiMasterPorts_4/DataFromMiso_1_RNIUIIP[23]:A,5880
SpiMasterPorts_4/DataFromMiso_1_RNIUIIP[23]:B,5802
SpiMasterPorts_4/DataFromMiso_1_RNIUIIP[23]:C,
SpiMasterPorts_4/DataFromMiso_1_RNIUIIP[23]:Y,5802
SpiMasterPorts_2/DataFromMiso_7_20_0_a2:A,7510
SpiMasterPorts_2/DataFromMiso_7_20_0_a2:B,7469
SpiMasterPorts_2/DataFromMiso_7_20_0_a2:C,3485
SpiMasterPorts_2/DataFromMiso_7_20_0_a2:D,6448
SpiMasterPorts_2/DataFromMiso_7_20_0_a2:Y,3485
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_45:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_45:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_196:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_196:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_158:IPA,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO00l_RNO_0:A,7646
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO00l_RNO_0:B,7594
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO00l_RNO_0:C,5559
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO00l_RNO_0:D,7437
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO00l_RNO_0:Y,5559
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[3]:A,5735
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[3]:B,4481
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[3]:C,5611
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_1[3]:Y,4481
SpiMasterPorts_0/AmbaDataLatched:ALn,5513
SpiMasterPorts_0/AmbaDataLatched:CLK,6621
SpiMasterPorts_0/AmbaDataLatched:EN,4923
SpiMasterPorts_0/AmbaDataLatched:Q,6621
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_47:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_178:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_103:IPB,
SpiMasterPorts_3/nCsce[3]:A,7692
SpiMasterPorts_3/nCsce[3]:B,6652
SpiMasterPorts_3/nCsce[3]:C,7569
SpiMasterPorts_3/nCsce[3]:Y,6652
SpiMasterPorts_2/un1_rst_2_rs_RNIOQPV:A,5086
SpiMasterPorts_2/un1_rst_2_rs_RNIOQPV:B,5008
SpiMasterPorts_2/un1_rst_2_rs_RNIOQPV:C,
SpiMasterPorts_2/un1_rst_2_rs_RNIOQPV:Y,5008
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_94:A,5984
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_94:B,5906
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_94:C,2612
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_94:Y,2612
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_0[6]:A,6805
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_0[6]:B,6756
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_0[6]:C,5494
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_0[6]:D,5392
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1_0[6]:Y,5392
SpiMasterPorts_0/SpiBitPos_7_1.N_45_i:A,2565
SpiMasterPorts_0/SpiBitPos_7_1.N_45_i:B,7656
SpiMasterPorts_0/SpiBitPos_7_1.N_45_i:Y,2565
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTI11_0_sqmuxa_1:A,6660
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTI11_0_sqmuxa_1:B,6551
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTI11_0_sqmuxa_1:C,5488
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTI11_0_sqmuxa_1:D,5340
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTI11_0_sqmuxa_1:Y,5340
SpiMasterPorts_3/DataFromMiso_7_10_0_a2:A,7510
SpiMasterPorts_3/DataFromMiso_7_10_0_a2:B,7469
SpiMasterPorts_3/DataFromMiso_7_10_0_a2:C,3489
SpiMasterPorts_3/DataFromMiso_7_10_0_a2:D,6474
SpiMasterPorts_3/DataFromMiso_7_10_0_a2:Y,3489
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_92:A,6041
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_92:B,5963
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_92:C,2669
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_92:Y,2669
SpiMasterPorts_0/Mosi_i_3_21_i_m2_1:A,4006
SpiMasterPorts_0/Mosi_i_3_21_i_m2_1:B,3928
SpiMasterPorts_0/Mosi_i_3_21_i_m2_1:C,3673
SpiMasterPorts_0/Mosi_i_3_21_i_m2_1:D,3614
SpiMasterPorts_0/Mosi_i_3_21_i_m2_1:Y,3614
SpiMasterPorts_1/ClkDiv_cry[2]:B,7511
SpiMasterPorts_1/ClkDiv_cry[2]:C,5209
SpiMasterPorts_1/ClkDiv_cry[2]:FCI,5177
SpiMasterPorts_1/ClkDiv_cry[2]:FCO,5177
SpiMasterPorts_1/ClkDiv_cry[2]:S,5240
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_91:A,5938
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_91:B,5860
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_91:C,2603
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_91:Y,2603
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_219:IPB,
SpiMasterPorts_5/ClkDiv[6]:ALn,5513
SpiMasterPorts_5/ClkDiv[6]:CLK,3924
SpiMasterPorts_5/ClkDiv[6]:D,5209
SpiMasterPorts_5/ClkDiv[6]:EN,8498
SpiMasterPorts_5/ClkDiv[6]:Q,3924
SpiMasterPorts_2/Mosi_i_3_2_i_m2_2_0:A,3166
SpiMasterPorts_2/Mosi_i_3_2_i_m2_2_0:B,3088
SpiMasterPorts_2/Mosi_i_3_2_i_m2_2_0:C,2983
SpiMasterPorts_2/Mosi_i_3_2_i_m2_2_0:D,2718
SpiMasterPorts_2/Mosi_i_3_2_i_m2_2_0:Y,2718
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_221:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_221:IPB,
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_16:IPB,
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_16:IPC,
SpiMasterPorts_4/DataFromMiso_7_19_0_a2_0:A,3410
SpiMasterPorts_4/DataFromMiso_7_19_0_a2_0:B,6454
SpiMasterPorts_4/DataFromMiso_7_19_0_a2_0:C,6396
SpiMasterPorts_4/DataFromMiso_7_19_0_a2_0:Y,3410
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_264:IPC,
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_8:IPA,
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_8:IPB,
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_8:IPC,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_144:A,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_144:IPA,
SpiMasterPorts_4/DataFromMiso_7_20_0_o2:A,3828
SpiMasterPorts_4/DataFromMiso_7_20_0_o2:B,3763
SpiMasterPorts_4/DataFromMiso_7_20_0_o2:Y,3763
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_126:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_126:IPB,
SpiMasterPorts_0/un1_ambadatalatched:A,5429
SpiMasterPorts_0/un1_ambadatalatched:B,6621
SpiMasterPorts_0/un1_ambadatalatched:C,4349
SpiMasterPorts_0/un1_ambadatalatched:D,4045
SpiMasterPorts_0/un1_ambadatalatched:Y,4045
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[1]:A,5458
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[1]:B,5403
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[1]:C,4447
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[1]:D,5221
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[1]:Y,4447
SpiMasterPorts_2/Mosi_i_3_5_1_0_wmux:A,2815
SpiMasterPorts_2/Mosi_i_3_5_1_0_wmux:B,2615
SpiMasterPorts_2/Mosi_i_3_5_1_0_wmux:C,2780
SpiMasterPorts_2/Mosi_i_3_5_1_0_wmux:D,2517
SpiMasterPorts_2/Mosi_i_3_5_1_0_wmux:FCO,
SpiMasterPorts_2/Mosi_i_3_5_1_0_wmux:Y,2517
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[3]:CLK,6609
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[3]:D,4481
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[3]:EN,3595
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[3]:Q,6609
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[3]:CLK,5432
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[3]:D,8660
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[3]:EN,6537
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[3]:Q,5432
SpiMasterPorts_5/DataFromMiso_7_4_1_a2:A,7555
SpiMasterPorts_5/DataFromMiso_7_4_1_a2:B,7424
SpiMasterPorts_5/DataFromMiso_7_4_1_a2:C,6549
SpiMasterPorts_5/DataFromMiso_7_4_1_a2:D,3410
SpiMasterPorts_5/DataFromMiso_7_4_1_a2:Y,3410
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_3:A,2971
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_3:B,2883
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_3:C,4798
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_3:FCI,
SpiMasterPorts_2/Mosi_i_3_18_i_m2_2_wmux_3:Y,2883
nCsA_obuf[3]/U0/U_IOENFF:A,
nCsA_obuf[3]/U0/U_IOENFF:Y,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTIOI.CUARTO07_8:A,5146
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTIOI.CUARTO07_8:B,5102
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTIOI.CUARTO07_8:C,5019
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTIOI.CUARTO07_8:D,4918
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTIOI.CUARTO07_8:Y,4918
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:IPB,
SpiMasterPorts_1/SpiBitPos[4]:ALn,5513
SpiMasterPorts_1/SpiBitPos[4]:CLK,2815
SpiMasterPorts_1/SpiBitPos[4]:D,2565
SpiMasterPorts_1/SpiBitPos[4]:Q,2815
SpiMasterPorts_1/DataFromMiso_1_sqmuxa_0_o2_0:A,2565
SpiMasterPorts_1/DataFromMiso_1_sqmuxa_0_o2_0:B,4662
SpiMasterPorts_1/DataFromMiso_1_sqmuxa_0_o2_0:C,4688
SpiMasterPorts_1/DataFromMiso_1_sqmuxa_0_o2_0:Y,2565
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_246:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_246:IPB,
SpiMasterPorts_4/DataFromMiso_7_15_0_a2:A,5876
SpiMasterPorts_4/DataFromMiso_7_15_0_a2:B,5686
SpiMasterPorts_4/DataFromMiso_7_15_0_a2:C,2650
SpiMasterPorts_4/DataFromMiso_7_15_0_a2:Y,2650
SpiMasterPorts_5/DataFromMiso_1[9]:ALn,5513
SpiMasterPorts_5/DataFromMiso_1[9]:CLK,5915
SpiMasterPorts_5/DataFromMiso_1[9]:D,
SpiMasterPorts_5/DataFromMiso_1[9]:EN,3485
SpiMasterPorts_5/DataFromMiso_1[9]:Q,5915
SpiMasterPorts_2/nCsce[0]:A,7700
SpiMasterPorts_2/nCsce[0]:B,6652
SpiMasterPorts_2/nCsce[0]:C,7573
SpiMasterPorts_2/nCsce[0]:Y,6652
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[5]:CLK,4571
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[5]:D,8660
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[5]:EN,6537
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[5]:Q,4571
SpiMasterPorts_5/DataToMosi_i[0]:ALn,5513
SpiMasterPorts_5/DataToMosi_i[0]:CLK,3146
SpiMasterPorts_5/DataToMosi_i[0]:D,7535
SpiMasterPorts_5/DataToMosi_i[0]:EN,4461
SpiMasterPorts_5/DataToMosi_i[0]:Q,3146
SpiMasterPorts_3/DataFromMiso_1[3]:ALn,5513
SpiMasterPorts_3/DataFromMiso_1[3]:CLK,4831
SpiMasterPorts_3/DataFromMiso_1[3]:D,
SpiMasterPorts_3/DataFromMiso_1[3]:EN,3485
SpiMasterPorts_3/DataFromMiso_1[3]:Q,4831
SpiMasterPorts_2/Mosi_i_3_23_i_m2_2_0_1:A,4791
SpiMasterPorts_2/Mosi_i_3_23_i_m2_2_0_1:B,3614
SpiMasterPorts_2/Mosi_i_3_23_i_m2_2_0_1:C,4837
SpiMasterPorts_2/Mosi_i_3_23_i_m2_2_0_1:D,4729
SpiMasterPorts_2/Mosi_i_3_23_i_m2_2_0_1:Y,3614
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_286:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_286:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_160:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_160:IPB,
SpiMasterPorts_5/DataFromMiso_1[19]:ALn,5513
SpiMasterPorts_5/DataFromMiso_1[19]:CLK,5938
SpiMasterPorts_5/DataFromMiso_1[19]:D,
SpiMasterPorts_5/DataFromMiso_1[19]:EN,3485
SpiMasterPorts_5/DataFromMiso_1[19]:Q,5938
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_35:A,2612
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_35:B,3220
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_35:C,2526
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_35:Y,2526
SpiMasterPorts_1/un6_ncslatchedlto8_2:A,2851
SpiMasterPorts_1/un6_ncslatchedlto8_2:B,2802
SpiMasterPorts_1/un6_ncslatchedlto8_2:C,2727
SpiMasterPorts_1/un6_ncslatchedlto8_2:Y,2727
SckD_obuf/U0/U_IOOUTFF:A,
SckD_obuf/U0/U_IOOUTFF:Y,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNIQBKVG[7]:B,7527
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNIQBKVG[7]:C,5023
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNIQBKVG[7]:D,7219
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNIQBKVG[7]:FCI,4918
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNIQBKVG[7]:FCO,4918
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0_RNIQBKVG[7]:S,4993
SpiMasterPorts_0/DataToMosi_i[0]:ALn,5513
SpiMasterPorts_0/DataToMosi_i[0]:CLK,3146
SpiMasterPorts_0/DataToMosi_i[0]:D,7535
SpiMasterPorts_0/DataToMosi_i[0]:EN,4923
SpiMasterPorts_0/DataToMosi_i[0]:Q,3146
SpiMasterPorts_4/DataToMosi_i[9]:ALn,5513
SpiMasterPorts_4/DataToMosi_i[9]:CLK,4723
SpiMasterPorts_4/DataToMosi_i[9]:D,7386
SpiMasterPorts_4/DataToMosi_i[9]:EN,4917
SpiMasterPorts_4/DataToMosi_i[9]:Q,4723
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_15:A,2470
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_15:B,3037
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_15:C,3237
